store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,msrp_enabled,msrp_display_actual_price_type,price,special_price,weight,minimal_price,msrp,gift_wrapping_price,status,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,page_layout,country_of_manufacture,gift_message_available,gift_wrapping_available,is_recurring,custom_design,ingredients,temperature,amount_of_water,time,nice_flowery_sentence,brewing
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,88,90,93,95",GOUR0037-01,0,African Sunset (10 gr),,,,,,,african-sunset,african-sunset.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,African Sunset (10 gr),0,simple,,,,,,,,,"Blend of African Honeybush, marigold and lemon myrtle. ",70-80乎C,2g for 200ml,6 -8 mins,Inspired by the magnificent sunset from the shores of Magadascar. Naturally caffeine-free.,
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,88,90,93,95",GOUR0037-02,0,African Sunset (100 gr),,,,,,,african-sunset,african-sunset-2215.html,Block after Info Column,,,,Use config,Use config,18,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,African Sunset (100 gr),0,simple,,,,,,,,,"Blend of African Honeybush, marigold and lemon myrtle. ",70-80乎C,2g for 200ml,6 -8 mins,Inspired by the magnificent sunset from the shores of Magadascar. Naturally caffeine-free.,
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,88,90,93,95",GOUR0037-04,0,African Sunset (200 gr) -10% Off,,,,,,,african-sunset,african-sunset-2218.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,African Sunset (200 gr) -10% Off,0,simple,,,,,,,,,"Blend of African Honeybush, marigold and lemon myrtle. ",70-80乎C,2g for 200ml,6 -8 mins,Inspired by the magnificent sunset from the shores of Magadascar. Naturally caffeine-free.,
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,88,90,93,95",GOUR0037-03,0,African Sunset (50 gr),,,,,,,african-sunset,african-sunset-2216.html,Block after Info Column,,,,Use config,Use config,9,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,African Sunset (50 gr),0,simple,,,,,,,,,"Blend of African Honeybush, marigold and lemon myrtle. ",70-80乎C,2g for 200ml,6 -8 mins,Inspired by the magnificent sunset from the shores of Magadascar. Naturally caffeine-free.,
admin,base,Default,grouped,"4,5,6,7,10,22,56,59,78,84,88,90,93,95",GOUR0037,0,African Sunset Rooibos Tea,,,,,,,african-sunset,african-sunset-2217.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,African Sunset Rooibos Tea,0,grouped,,,,,,,,,"Blend of African Honeybush, marigold and lemon myrtle. ",70-80乎C,2g for 200ml,6 -8 mins,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,93,95",GOUR0038-01,0,Aloe Verah (10 gr),,,,,,,aloe-verah,aloe-verah.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Aloe Verah (10 gr),0,simple,,,,,,,,,"Blend of rooibos, rosehips and melon bits.",70-80乎C,2g for 200ml,6 -8 mins,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,93,95",GOUR0038-02,0,Aloe Verah (100 gr),,,,,,,aloe-verah,aloe-verah-2219.html,Block after Info Column,,,,Use config,Use config,18,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Aloe Verah (100 gr),0,simple,,,,,,,,,"Blend of rooibos, rosehips and melon bits.",70-80乎C,2g for 200ml,6 -8 mins,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,93,95",GOUR0038-04,0,Aloe Verah (200 gr) -10% Off,,,,,,,aloe-verah,aloe-verah-2222.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Aloe Verah (200 gr) -10% Off,0,simple,,,,,,,,,"Blend of rooibos, rosehips and melon bits.",70-80乎C,2g for 200ml,6 -8 mins,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",
admin,base,Default,simple,"4,5,6,7,10,22,56,59,78,84,93,95",GOUR0038-03,0,Aloe Verah (50 gr),,,,,,,aloe-verah,aloe-verah-2220.html,Block after Info Column,,,,Use config,Use config,9,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Aloe Verah (50 gr),0,simple,,,,,,,,,"Blend of rooibos, rosehips and melon bits.",70-80乎C,2g for 200ml,6 -8 mins,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",
admin,base,Default,grouped,"4,5,6,7,10,22,56,59,78,84,93,95",GOUR0038,0,Aloe Verah Rooibos Tea,,,,,,,aloe-verah,aloe-verah-2221.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Aloe Verah Rooibos Tea,0,grouped,,,,,,,,,"Blend of rooibos, rosehips and melon bits.",70-80乎C,2g for 200ml,6 -8 mins,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",
admin,base,Default,simple,"5,6,7,17,21,22,23,56,76,88,90,93,95",GOUR0044-01,0,Alpina Herbs (10 gr),,,,,,,alpina-herbs,alpina-herbs.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Alpina Herbs (10 gr),0,simple,,,,,,,,,"Herbal tisane of flowers and  blueberries, blackcurrants, blackcurrant leaves, elderflowers and rosehips. ",100乎C,2g for 200ml,6 -8 mins,Take in a breath of fresh mountain air with wild herbs picked from the Alpine mountains.,
admin,base,Default,simple,"5,6,7,17,21,22,23,56,76,88,90,93,95",GOUR0044-02,0,Alpina Herbs (100 gr),,,,,,,alpina-herbs,alpina-herbs-2214.html,Block after Info Column,,,,Use config,Use config,18,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Alpina Herbs (100 gr),0,simple,,,,,,,,,"Herbal tisane of flowers and  blueberries, blackcurrants, blackcurrant leaves, elderflowers and rosehips. ",100乎C,2g for 200ml,6 -8 mins,Take in a breath of fresh mountain air with wild herbs picked from the Alpine mountains.,
admin,base,Default,simple,"5,6,7,17,21,22,23,56,76,88,90,93,95",GOUR0044-04,0,Alpina Herbs (200 gr) -10% Off,,,,,,,alpina-herbs,alpina-herbs-2217.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Alpina Herbs (200 gr) -10% Off,0,simple,,,,,,,,,"Herbal tisane of flowers and  blueberries, blackcurrants, blackcurrant leaves, elderflowers and rosehips. ",100乎C,2g for 200ml,6 -8 mins,Take in a breath of fresh mountain air with wild herbs picked from the Alpine mountains.,
admin,base,Default,simple,"5,6,7,17,21,22,23,56,76,88,90,93,95",GOUR0044-03,0,Alpina Herbs (50 gr),,,,,,,alpina-herbs,alpina-herbs-2215.html,Block after Info Column,,,,Use config,Use config,9,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Alpina Herbs (50 gr),0,simple,,,,,,,,,"Herbal tisane of flowers and  blueberries, blackcurrants, blackcurrant leaves, elderflowers and rosehips. ",100乎C,2g for 200ml,6 -8 mins,Take in a breath of fresh mountain air with wild herbs picked from the Alpine mountains.,
admin,base,Default,grouped,"5,6,7,17,21,22,23,56,76,88,90,93,95",GOUR0044,0,Alpina Herbs Herbal Tisane Tea,,,,,,,alpina-herbs,alpina-herbs-2216.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Alpina Herbs Herbal Tisane Tea,0,grouped,,,,,,,,,"Herbal tisane of flowers and  blueberries, blackcurrants, blackcurrant leaves, elderflowers and rosehips. ",100乎C,2g for 200ml,6 -8 mins,Take in a breath of fresh mountain air with wild herbs picked from the Alpine mountains.,
admin,base,Default,simple,"4,5,6,7,9,10,21,56,59,81,84,93,95",GOUR0039-01,0,Apple Strudel with Pistachios (10 gr),,,,,,,apple-strudel-with-pistachios,apple-strudel-with-pistachios.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Apple Strudel with Pistachios (10 gr),0,simple,,,,,,,,,"Rooibos blend with pistachios, almonds, apples and raisins.",70-80乎C,2g for 200ml,6 -8 mins,"Rich, fruity, chunky all at the same time. Everything you can ask for in a dessert. Naturally caffeine-free. ",
admin,base,Default,simple,"4,5,6,7,9,10,21,56,59,81,84,93,95",GOUR0039-03,0,Apple Strudel with Pistachios (50 gr),,,,,,,apple-strudel-with-pistachios,apple-strudel-with-pistachios-2226.html,Block after Info Column,,,,Use config,Use config,9,7.2,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Apple Strudel with Pistachios (50 gr),0,simple,,,,,,,,,"Rooibos blend with pistachios, almonds, apples and raisins.",70-80乎C,2g for 200ml,6 -8 mins,"Rich, fruity, chunky all at the same time. Everything you can ask for in a dessert. Naturally caffeine-free. ",
admin,base,Default,grouped,"4,5,6,7,9,10,21,56,59,81,84,93,95",GOUR0039,0,Apple Strudel with Pistachios Rooibos Tea,,,,,,,apple-strudel-with-pistachios,apple-strudel-with-pistachios-2243.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Apple Strudel with Pistachios Rooibos Tea,0,grouped,,,,,,,,,"Rooibos blend with pistachios, almonds, apples and raisins.",70-80乎C,2g for 200ml,6 -8 mins,"Rich, fruity, chunky all at the same time. Everything you can ask for in a dessert. Naturally caffeine-free. ",
admin,base,Default,simple,56,GOUR0077-02,0,Assam Gentleman (100 gr),,,,,,,assam-gentlemans-tea,assam-gentlemans-tea-433.html,Block after Info Column,/,/,/,Use config,Use config,18,,110,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Assam Gentleman (100 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0077-03,0,Assam Gentleman (200 gr) -10% Off,,,,,,,assam-gentlemans-tea,assam-gentlemans-tea-434.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Assam Gentleman (200 gr) -10% Off,0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0077-01,0,Assam Gentleman (50 gr),,,,,,,assam-gentlemans-tea,assam-gentlemans-tea-432.html,Block after Info Column,/,/,/,Use config,Use config,9,,50,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Assam Gentleman (50 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,grouped,56,GOUR0077,0,Assam Gentleman's Black Tea,,,,,,,assam-gentlemans-tea,assam-gentlemans-tea.html,Block after Info Column,/,/,/,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Assam Gentleman's Black Tea,0,grouped,,,,,,,,,,,,,,
admin,base,Default,simple,"4,5,6,7,12,16,18,25,56,87,88,91,93,96",GC0021,0,Assam Hazelbank TGFOP1 2nd Flush,,,,,,,assam-hazelbank-tgfop1-2nd-flush,assam-hazelbank-tgfop1-2nd-flush.html,Block after Info Column,,,,Use config,Use config,38,,80,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,98,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Assam Hazelbank TGFOP1 2nd Flush,0,simple,,,,,,,,,Dark green and brown leaves with silver tips.,96-98乎C,2g for 200ml,2-4mins,"Situated in the upper valley along the banks of the Brahmaputra river in India, the Hazelbank estate delivers one of the world's finest teas. ",
admin,base,Default,simple,"4,5,6,7,9,10,21,56,59,86,88,89,92,93,94",ART0014,0,Azteca d'Oro Caffeine-Free Tea,Caffeine-Free Tea | Azteca d'Oro | Artisan Selection | Chocolate Tea,"Made from organic South African Bush Tea with Madagascan Cacao and Caramel, taste the rich chocolate note and undertones of toasty nut that leaves a lingering creamy finish on the palate. ",,,,,azteca-d-oro,azteca-d-oro.html,Block after Info Column,,,,Use config,Use config,16.6,13.28,200,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,11/1/2013 0:00:00,,,,100,0,1,0,0,1,1,1,0,1,0,,0,1,0,1,0,1,0,1,0,0,0,1,Azteca d'Oro Caffeine-Free Tea,0,simple,,,No layout updates,,No,No,No,,Organic South African Bush Tea with Madagascan Cacao and Caramel.,70-80乎C,2g for 200ml,3-4mins,"The ultimate delicacy for indulgence with the world's most popular dessert, cacao.",
admin,base,Default,simple,56,ART1004C,0,"Azteca d""Oro Catering",,,,,,,azcatering,azcatering.html,Block after Info Column,/,/,/,Use config,Use config,150,,200,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,"Azteca d""Oro Catering",0,simple,,,,,,,,,Organic South African Bush Tea with Passion Fruit and Apple.,70-80乎C,2g for 200ml,3-4mins,Romantic blend of sweet South African honeybush enlivened with tangy notes of passion fruit.,
admin,base,Default,simple,"5,6,7,17,20,22,56,70,84,88,90,93,95",GOUR0045-01,0,Bael & Pandan (10 gr),,,,,,,bael-pandan,bael-pandan.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Bael & Pandan (10 gr),0,simple,,,,,,,,,Herbs blend of pandan leaves with bael fruit and a sprinkling of lemongrass. Naturally caffeine free.,100乎C,2g for 200ml,6 -8 mins,"An indigenous fruit in tropical climate, bael is known for its detoxifying and cleansing properties.Serve hot or with ice.  ",
admin,base,Default,simple,"5,6,7,17,20,22,56,70,84,88,90,93,95",GOUR0045-02,0,Bael & Pandan (100 gr),,,,,,,bael-pandan,bael-pandan-2219.html,Block after Info Column,,,,Use config,Use config,18,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Bael & Pandan (100 gr),0,simple,,,,,,,,,Herbs blend of pandan leaves with bael fruit and a sprinkling of lemongrass. Naturally caffeine free.,100乎C,2g for 200ml,6 -8 mins,"An indigenous fruit in tropical climate, bael is known for its detoxifying and cleansing properties.Serve hot or with ice.  ",
admin,base,Default,simple,"5,6,7,17,20,22,56,70,84,88,90,93,95",GOUR0045-04,0,Bael & Pandan (200 gr) -10% Off,,,,,,,bael-pandan,bael-pandan-2222.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Bael & Pandan (200 gr) -10% Off,0,simple,,,,,,,,,Herbs blend of pandan leaves with bael fruit and a sprinkling of lemongrass. Naturally caffeine free.,100乎C,2g for 200ml,6 -8 mins,"An indigenous fruit in tropical climate, bael is known for its detoxifying and cleansing properties.Serve hot or with ice.  ",
admin,base,Default,simple,"5,6,7,17,20,22,56,70,84,88,90,93,95",GOUR0045-03,0,Bael & Pandan (50 gr),,,,,,,bael-pandan,bael-pandan-2220.html,Block after Info Column,,,,Use config,Use config,9,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Bael & Pandan (50 gr),0,simple,,,,,,,,,Herbs blend of pandan leaves with bael fruit and a sprinkling of lemongrass. Naturally caffeine free.,100乎C,2g for 200ml,6 -8 mins,"An indigenous fruit in tropical climate, bael is known for its detoxifying and cleansing properties.Serve hot or with ice.  ",
admin,base,Default,grouped,"5,6,7,17,20,22,56,70,84,88,90,93,95",GOUR0045,0,Bael & Pandan Herbal Tisane Tea,,,,,,,bael-pandan,bael-pandan-2221.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Bael & Pandan Herbal Tisane Tea,0,grouped,,,,,,,,,Herbs blend of pandan leaves with bael fruit and a sprinkling of lemongrass. Naturally caffeine free.,100乎C,2g for 200ml,6 -8 mins,"An indigenous fruit in tropical climate, bael is known for its detoxifying and cleansing properties.Serve hot or with ice.  ",
admin,base,Default,simple,56,GC0025,0,Bamboo Green,,,,,,,bamboo-green,bamboo-green.html,Block after Info Column,/,/,/,Use config,Use config,99,,60,,,,Disabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/27/2014 0:00:00,2/2/2014 0:00:00,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Bamboo Green,0,simple,,,,,,,,,,96-98乎C,2g for 200ml,3 -5 mins,,
admin,base,Default,simple,"4,5,6,7,11,18,23,56,58,63,79,88,91,93,96",GC0014,0,Beauty of the East,,,,,,,beauty-of-the-east,beauty-of-the-east.html,Block after Info Column,,,,Use config,Use config,38,31.2,60,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/20/2014 0:00:00,1/26/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Beauty of the East,0,simple,,,,,,,,,Twisted dark brown leaves with silver tips.,85-90乎C,2g for 200ml,2-4 mins,Picked only once a year when the harvest is at its finest. Extraordinary care is taken from the harvesting to the processing of tea leaves.,
admin,base,Default,simple,"6,21,56,88,91,93,97",GOUR0030,0,Beauty of the East (Flowering Tea),Beauty of the East Flowering Tea | Blooming Tea,This flowering tea is made of hand-tied green tea with jasmine that blooms when placed in a pot of hot water,,,,,beauty-of-the-east-flowering-tea,beauty-of-the-east-flowering-tea.html,Block after Info Column,,,,Use config,Use config,2,,20,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,97,0,1,0,0,1,1,1,10000,1,1,,1,1,0,0,0,1,0,1,0,0,0,1,Beauty of the East (Flowering Tea),0,simple,,,,,,,,,Hand-tied green tea with jasmine.,70-80乎C,1 bud for 250 ml,5 mins,Witness the mesmerising dance of leaves and flowers blossoming in your tea cup. A breathtaking sight accompanying great taste.,
admin,base,Default,grouped,56,GOUR0052,0,Blood Orange,,,,,,,blood-orange,blood-orange-2252.html,Block after Info Column,,,,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,1,0,0,1,0,1,0,0,0,1,Blood Orange,0,grouped,,,,,,,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",100乎C,2g for 200ml,6 -8 mins,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,
admin,base,Default,simple,56,GOUR0052-01,0,Blood Orange (10 gr),,,,,,,blood-orange,blood-orange.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Blood Orange (10 gr),0,simple,,,,,,,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",100乎C,2g for 200ml,6 -8 mins,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,
admin,base,Default,simple,56,GOUR0052-02,0,Blood Orange (100 gr),,,,,,,blood-orange,blood-orange-2250.html,Block after Info Column,,,,Use config,Use config,16,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Blood Orange (100 gr),0,simple,,,,,,,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",100乎C,2g for 200ml,6 -8 mins,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,
admin,base,Default,simple,56,GOUR0052-03,0,Blood Orange (50 gr),,,,,,,blood-orange,blood-orange-2251.html,Block after Info Column,,,,Use config,Use config,8,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Blood Orange (50 gr),0,simple,,,,,,,,,"A soothing blend of rosehips, orange peel, marigold, lemongrass, apple and mint.",100乎C,2g for 200ml,6 -8 mins,Highly rejuvenating and exciting cocktail of tangy fruits filled with antioxidants. Recommended as an iced tea.,
admin,base,Default,simple,"5,6,7,25,56,60,66,77,81,88,90,93,95",GOUR0053-01,0,Blueberry Yoghurt (10 gr),,,,,,,blueberry-yoghurt,blueberry-yoghurt.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Blueberry Yoghurt (10 gr),0,simple,,,,,,,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",100乎C,2g for 200ml,6 -8 mins,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",
admin,base,Default,simple,"5,6,7,25,56,60,66,77,81,88,90,93,95",GOUR0053-02,0,Blueberry Yoghurt (100 gr),,,,,,,blueberry-yoghurt,blueberry-yoghurt-2301.html,Block after Info Column,,,,Use config,In Cart,16,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,1/9/2015 0:00:00,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Blueberry Yoghurt (100 gr),0,simple,,,,,,,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",100乎C,2g for 200ml,6 -8 mins,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",
admin,base,Default,simple,"5,6,7,25,56,60,66,77,81,88,90,93,95",GOUR0053-04,0,Blueberry Yoghurt (200 gr) -10% Off,,,,,,,blueberry-yoghurt,blueberry-yoghurt-2304.html,Block after Info Column,/,/,/,Use config,Use config,28.8,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,1/9/2015 0:00:00,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:51,0,1,0,1,1,1,0,1,0,0,1,1,Blueberry Yoghurt (200 gr) -10% Off,0,simple,,,,,,,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",100乎C,2g for 200ml,6 -8 mins,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",
admin,base,Default,simple,"5,6,7,25,56,60,66,77,81,88,90,93,95",GOUR0053-03,0,Blueberry Yoghurt (50 gr),,,,,,,blueberry-yoghurt,blueberry-yoghurt-2302.html,Block after Info Column,,,,Use config,Use config,8,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,1/9/2015 0:00:00,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Blueberry Yoghurt (50 gr),0,simple,,,,,,,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",100乎C,2g for 200ml,6 -8 mins,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",
admin,base,Default,grouped,"5,6,7,25,56,60,66,77,81,88,90,93,95",GOUR0053,0,Blueberry Yoghurt Fruit Tisane Tea,,,,,,,blueberry-yoghurt,blueberry-yoghurt-2303.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,0,0,1,0,1,0,0,0,1,Blueberry Yoghurt Fruit Tisane Tea,0,grouped,,,,,,,,,"Fruit tisane of blueberries, apples, flowers and yoghurt. Best served cold and with sugar.",100乎C,2g for 200ml,6 -8 mins,"A refreshing fruity treat, balanced by the richness of yoghurt. Perfect for a relaxing afternoon.",
